,Дата,Менеджер,Звонков совершено,Звонков успешных,Средняя длительность звонка,"Время на линии за день, минут",Количество активных сделок,Количество сделок без задач,Количество просроченных задач,Сделок создано,Встреч назначено,"Кол-во компаний, перешедших на сл этап сделки",Подписано NDA,Подписано договоров,Звонков всего,Разговор состоялся,Говорили с секретарем,Обход секретаря совершён,Секретарь перевел звонок,Контакт получен,Говорили с ЛПР,ЛПР заинтересован,Встреча назначена,Договорились подписать НДА,Договорились подписать Договор,договорились показать кандидатов,кол-во выявл потребн (чел),Нас отправили на почту (КП)
332,2022-05-16,65f27eeb,49,16,1:31,48,144,0,0,17,0,0,0,0,49,16,15,2,8,2,3,2,0,0,0,0,0,2
333,2022-05-16,cb3f2d09,44,20,2:03,63,175,0,0,2,0,2,0,0,44,20,20,3,6,4,4,0,0,0,0,0,0,5
334,2022-05-16,18183ed9,48,13,2:07,61,202,0,0,6,0,0,0,0,48,13,10,5,4,5,2,1,0,0,0,0,0,8
335,2022-05-16,9fd16759,51,12,1:31,47,220,0,0,0,0,0,0,0,51,12,9,2,4,6,3,0,0,0,0,0,0,0
336,2022-05-17,daaa308c,15,12,2:01,24,687,0,0,0,0,0,0,0,15,12,8,4,2,0,2,2,0,0,0,0,0,0
337,2022-05-17,65f27eeb,52,23,1:42,49,138,0,0,7,0,2,0,0,52,23,19,2,6,4,6,5,0,0,0,0,0,7
338,2022-05-17,cb3f2d09,37,18,1:31,56,169,0,0,0,0,1,0,0,37,18,17,1,7,4,3,0,0,0,0,0,0,2
339,2022-05-17,18183ed9,46,22,1:53,73,203,0,0,7,0,1,0,0,46,22,15,3,6,2,7,1,0,0,0,0,0,13
340,2022-05-17,9fd16759,60,11,1:52,62,228,0,0,12,0,0,0,0,60,11,9,1,4,7,2,0,0,0,0,0,0,0
341,2022-05-18,daaa308c,12,11,1:46,19,687,0,0,0,0,0,0,0,12,11,6,1,1,1,2,1,0,0,0,0,0,1
342,2022-05-18,65f27eeb,59,31,1:36,57,148,0,0,17,0,0,0,0,59,31,27,2,11,8,9,7,0,0,0,0,0,6
343,2022-05-18,cb3f2d09,48,21,2:06,81,165,0,0,5,0,0,0,0,48,21,18,0,5,6,6,0,0,0,0,0,0,4
344,2022-05-18,18183ed9,46,28,2:29,94,198,0,0,1,0,2,0,0,46,28,22,3,15,8,13,5,0,0,0,0,0,6
345,2022-05-18,9fd16759,64,17,2:04,74,234,0,0,14,0,0,0,0,64,17,15,1,5,8,3,1,0,0,0,0,0,0
346,2022-05-19,daaa308c,15,12,1:38,19,685,0,0,0,0,0,0,0,15,12,9,5,4,1,2,1,0,0,0,0,0,4
347,2022-05-19,65f27eeb,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2022-05-19,cb3f2d09,42,23,1:49,63,171,0,0,15,0,1,0,0,42,23,23,1,12,9,5,0,0,0,0,0,0,7
349,2022-05-19,18183ed9,53,22,1:51,68,194,0,0,0,0,1,0,0,53,22,16,3,10,7,8,3,0,0,0,0,0,6
350,2022-05-19,9fd16759,44,15,2:03,63,224,0,0,0,0,0,0,0,44,15,10,2,7,10,3,0,0,0,0,0,0,0
351,2022-05-20,daaa308c,15,12,1:00,13,685,0,0,0,0,1,0,0,15,12,9,1,1,0,3,2,0,0,0,0,0,1
352,2022-05-20,65f27eeb,44,18,1:25,31,139,0,0,0,0,0,0,0,44,18,11,2,4,4,7,5,0,0,0,0,0,1
353,2022-05-20,cb3f2d09,27,13,2:24,52,165,0,0,0,0,0,0,0,27,13,13,1,4,0,0,0,0,0,0,0,0,1
354,2022-05-20,18183ed9,37,15,2:13,53,190,0,0,1,0,2,0,0,37,15,9,3,7,4,7,4,0,0,0,0,0,5
355,2022-05-20,9fd16759,51,19,2:31,90,228,0,0,15,0,0,0,0,51,19,13,2,10,11,8,0,0,0,0,0,0,0
356,2022-05-23,daaa308c,15,14,1:30,28,686,0,0,0,0,1,0,0,15,14,5,2,2,1,3,0,0,0,0,1,1,2
357,2022-05-23,65f27eeb,80,37,1:52,93,144,0,0,22,0,0,0,0,80,37,25,4,10,6,13,9,0,0,0,0,0,7
358,2022-05-23,cb3f2d09,62,32,2:01,107,160,0,0,3,0,0,0,0,62,32,32,2,9,5,3,2,0,0,0,0,0,6
359,2022-05-23,18183ed9,38,22,2:02,64,191,0,0,7,0,4,0,0,38,22,18,5,5,6,7,4,0,0,0,0,2,9
360,2022-05-23,9fd16759,58,22,1:57,85,231,0,0,10,0,1,0,0,58,22,16,3,7,10,4,1,0,0,0,0,0,0
361,2022-05-24,daaa308c,15,12,1:15,21,687,0,0,0,0,0,0,0,15,12,7,1,0,0,2,1,0,0,0,3,0,0
362,2022-05-24,65f27eeb,41,21,1:29,47,141,0,0,6,0,0,0,0,41,21,15,3,7,2,6,3,0,0,0,0,0,5
363,2022-05-24,cb3f2d09,51,23,1:27,62,162,0,0,10,0,0,0,0,51,23,23,2,9,7,3,0,0,0,0,0,0,6
364,2022-05-24,18183ed9,61,25,1:47,76,195,0,0,11,0,0,0,0,61,25,17,4,12,7,6,5,0,0,0,0,1,8
365,2022-05-24,9fd16759,57,19,2:37,102,243,0,0,14,0,0,0,0,57,19,16,1,6,6,5,1,0,0,0,0,0,0
366,2022-05-25,daaa308c,15,14,1:51,20,686,0,0,0,0,0,0,0,15,14,0,2,0,0,0,0,0,0,0,0,0,0
367,2022-05-25,65f27eeb,50,26,1:52,64,144,0,0,16,0,0,0,0,50,26,17,4,10,5,10,6,0,0,0,0,10,6
368,2022-05-25,cb3f2d09,40,16,2:01,73,169,0,0,14,0,0,0,0,40,16,15,3,5,3,4,0,0,0,0,0,0,4
369,2022-05-25,18183ed9,47,26,2:51,96,194,0,0,2,0,0,0,0,47,26,20,6,13,7,12,11,0,0,0,0,1,3
370,2022-05-25,9fd16759,38,13,2:19,55,239,0,0,3,0,0,0,0,38,13,10,3,5,5,3,2,0,0,0,0,0,0
371,2022-05-26,daaa308c,15,13,2:03,22,684,0,0,0,0,0,0,0,15,13,8,4,2,1,3,0,0,0,0,0,4,3
372,2022-05-26,65f27eeb,55,23,1:37,61,154,0,0,17,0,0,0,0,55,23,21,2,11,2,3,1,0,0,0,0,0,9
373,2022-05-26,cb3f2d09,40,15,1:30,47,176,0,0,9,0,0,0,0,40,15,15,1,3,4,0,0,0,0,0,0,0,5
374,2022-05-26,18183ed9,55,27,2:17,105,183,0,0,0,0,0,0,0,55,27,19,3,10,5,11,8,0,0,0,0,2,6
375,2022-05-26,9fd16759,55,14,2:00,59,230,0,0,0,0,0,0,0,55,14,7,2,4,7,5,2,0,0,0,0,0,0
376,2022-05-27,daaa308c,13,13,1:26,17,684,0,0,0,0,0,0,0,13,13,8,5,2,2,3,0,0,0,0,0,0,2
377,2022-05-27,65f27eeb,45,15,1:43,43,152,0,0,12,0,1,0,0,45,15,11,1,6,3,5,3,0,0,0,0,0,1
378,2022-05-27,cb3f2d09,44,20,1:53,58,169,0,0,7,0,1,0,0,44,20,18,2,6,6,3,0,0,0,0,0,0,4
379,2022-05-27,18183ed9,18,6,1:41,23,182,0,0,1,0,0,0,0,18,6,3,1,2,1,3,1,0,0,0,0,0,1
380,2022-05-27,9fd16759,41,10,1:42,36,229,0,0,0,0,0,0,0,41,10,7,3,1,2,0,0,0,0,0,0,0,0
381,2022-05-30,daaa308c,16,12,1:08,11,685,0,0,0,0,0,0,0,16,12,6,2,1,0,4,1,0,0,0,3,1,1
382,2022-05-30,65f27eeb,58,31,1:53,86,156,0,0,17,0,0,0,0,58,31,25,1,11,5,8,6,0,0,0,0,0,10
383,2022-05-30,cb3f2d09,30,18,1:26,47,163,0,0,2,0,0,0,0,30,18,16,3,5,1,2,0,0,0,0,0,0,4
384,2022-05-30,18183ed9,54,24,2:08,82,190,0,0,16,0,0,0,0,54,24,16,2,2,4,5,3,0,0,0,0,0,12
385,2022-05-30,9fd16759,43,15,1:19,40,243,0,0,0,0,0,0,0,43,15,11,1,2,2,0,0,0,0,0,0,0,0
386,2022-05-31,daaa308c,15,13,2:53,25,686,0,0,0,0,0,0,0,15,13,7,2,2,1,3,2,1,0,0,0,0,1
387,2022-05-31,65f27eeb,42,15,1:30,39,145,0,0,12,0,0,0,0,42,15,9,2,3,2,3,2,0,0,0,0,0,1
388,2022-05-31,cb3f2d09,36,15,1:32,52,168,0,0,10,0,0,0,0,36,15,13,3,2,5,4,1,0,0,0,0,0,7
389,2022-05-31,18183ed9,58,20,1:33,57,188,0,0,1,0,0,0,0,58,20,13,4,7,6,7,5,0,0,0,0,0,3
390,2022-05-31,9fd16759,66,15,1:49,83,240,0,0,11,0,0,0,0,66,15,10,1,4,5,2,0,0,0,0,0,0,0
391,2022-06-01,daaa308c,15,12,2:25,31,684,0,0,0,0,0,0,0,15,12,7,2,1,0,1,0,0,0,0,0,0,1
392,2022-06-01,65f27eeb,37,23,2:19,55,144,0,0,15,0,0,0,0,37,23,18,1,6,3,6,5,0,0,0,0,0,3
393,2022-06-01,cb3f2d09,46,23,1:49,65,163,0,0,1,0,0,0,0,46,23,16,3,4,6,10,2,0,0,0,0,0,4
394,2022-06-01,18183ed9,51,24,1:41,68,190,0,0,1,0,0,0,0,51,24,16,2,5,5,9,4,0,0,0,0,0,6
395,2022-06-01,9fd16759,68,17,1:18,55,253,0,0,25,0,0,0,0,68,17,14,1,0,4,1,0,0,0,0,0,0,0
396,2022-06-02,daaa308c,16,12,1:10,19,684,0,0,0,0,0,0,0,16,12,7,2,2,2,5,2,0,0,0,0,1,3
397,2022-06-02,65f27eeb,38,22,1:45,47,149,0,0,16,0,0,0,0,38,22,16,3,5,2,4,1,0,0,0,0,0,5
398,2022-06-02,cb3f2d09,37,23,2:02,67,154,0,0,1,0,0,0,0,37,23,18,1,7,11,11,1,1,0,0,0,0,4
399,2022-06-02,18183ed9,53,25,1:36,67,189,0,0,5,0,0,0,0,53,25,18,2,7,1,7,2,0,0,0,0,0,4
400,2022-06-02,9fd16759,71,13,1:26,61,262,0,0,13,0,0,0,0,71,13,10,2,2,2,2,1,0,0,0,0,0,0
401,2022-06-03,daaa308c,16,9,1:53,23,684,0,0,0,0,0,0,0,16,9,6,3,3,3,0,0,0,0,0,0,0,1
402,2022-06-03,65f27eeb,39,22,1:42,54,143,0,0,8,0,0,0,0,39,22,20,2,14,3,4,4,0,0,0,0,0,4
403,2022-06-03,cb3f2d09,43,15,1:27,49,151,0,0,7,0,0,0,0,43,15,12,1,3,3,7,1,0,0,0,0,0,2
404,2022-06-03,18183ed9,49,18,1:53,52,188,0,0,1,0,1,0,0,49,18,15,4,10,3,9,8,0,0,0,0,0,3
405,2022-06-03,9fd16759,52,16,2:01,60,273,0,0,14,0,0,0,0,52,16,10,2,4,4,4,1,0,0,0,0,0,0
406,2022-06-06,daaa308c,15,12,1:38,21,684,0,0,0,0,0,0,0,15,12,8,5,4,1,6,1,0,0,0,1,1,0
407,2022-06-06,65f27eeb,52,22,1:06,42,153,0,0,21,0,0,0,0,52,22,16,2,2,2,5,3,0,0,0,0,0,3
408,2022-06-06,cb3f2d09,48,19,1:31,56,152,0,0,11,0,0,0,0,48,19,13,3,1,6,9,0,0,0,0,0,0,2
409,2022-06-06,18183ed9,35,13,2:13,59,192,0,0,6,0,4,0,0,35,13,9,4,9,3,8,6,0,0,0,0,0,1
410,2022-06-06,9fd16759,63,11,1:52,70,271,0,0,8,0,0,0,0,63,11,6,2,6,6,4,2,0,0,0,0,0,0
411,2022-06-07,daaa308c,15,14,1:52,24,683,0,0,0,0,0,0,0,15,14,9,4,2,1,3,0,0,0,0,1,3,0
412,2022-06-07,65f27eeb,73,31,1:11,68,158,0,0,40,0,0,0,0,73,31,20,2,10,5,11,4,0,0,0,0,0,3
413,2022-06-07,cb3f2d09,40,20,2:00,58,145,0,0,5,0,0,0,0,40,20,12,2,2,6,9,0,0,0,0,0,0,5
414,2022-06-07,18183ed9,47,25,1:37,59,187,0,0,0,0,0,0,0,47,25,16,3,7,6,11,5,0,0,0,0,0,3
415,2022-06-07,9fd16759,53,12,1:51,50,265,0,0,0,0,2,0,0,53,12,8,1,2,2,1,0,0,0,0,0,0,0
416,2022-06-08,daaa308c,16,13,1:22,24,682,0,0,0,0,0,0,0,16,13,9,3,2,1,5,2,0,1,2,0,1,1
417,2022-06-08,65f27eeb,44,19,1:23,46,146,0,0,6,0,0,0,0,44,19,11,2,5,3,5,2,0,0,0,0,0,4
418,2022-06-08,cb3f2d09,44,21,1:46,58,155,0,0,16,0,0,0,0,44,21,18,2,2,5,3,0,0,0,0,0,0,7
419,2022-06-08,18183ed9,44,19,2:01,64,185,0,0,3,0,0,0,0,44,19,17,4,8,5,4,2,0,0,0,0,0,6
420,2022-06-08,9fd16759,66,16,1:34,50,275,0,0,25,0,0,0,0,66,16,10,2,3,5,1,0,0,0,0,0,0,0
421,2022-06-09,daaa308c,15,12,2:13,24,682,0,0,0,0,0,0,0,15,12,8,2,2,0,2,1,0,0,0,1,0,0
422,2022-06-09,65f27eeb,25,10,1:16,21,144,0,0,14,0,0,0,0,25,10,4,1,3,2,5,2,0,0,0,0,0,0
423,2022-06-09,cb3f2d09,41,18,1:50,62,160,0,0,15,0,0,0,0,41,18,15,3,4,8,8,0,0,0,0,0,0,8
424,2022-06-09,18183ed9,49,23,1:41,74,186,0,0,3,0,1,0,0,49,23,18,5,11,7,3,1,0,0,0,0,0,4
425,2022-06-09,9fd16759,68,11,1:29,46,246,0,0,0,0,0,0,0,68,11,5,3,2,3,4,2,0,0,0,0,0,0
426,2022-06-10,daaa308c,15,12,2:03,24,682,0,0,0,0,0,0,0,15,12,9,5,5,2,5,0,2,0,0,0,2,0
427,2022-06-10,65f27eeb,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2022-06-10,cb3f2d09,23,8,2:18,41,157,0,0,0,0,0,0,0,23,8,6,2,2,3,4,1,0,0,0,0,0,1
429,2022-06-10,18183ed9,38,20,3:02,84,184,0,0,0,0,2,0,0,38,20,15,5,7,5,6,4,0,0,0,0,0,4
430,2022-06-10,9fd16759,55,13,1:35,55,233,0,0,0,0,0,0,0,55,13,5,3,1,4,3,1,0,0,0,0,0,0
431,2022-06-14,daaa308c,15,11,1:54,22,682,0,0,0,0,0,0,0,15,11,8,5,5,0,2,1,1,0,0,0,0,2
432,2022-06-14,65f27eeb,41,20,1:37,45,123,0,0,3,0,0,0,0,41,20,7,3,3,1,9,8,0,0,0,0,0,0
433,2022-06-14,cb3f2d09,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,2022-06-14,18183ed9,45,20,1:53,62,190,0,0,9,0,3,0,0,45,20,15,3,9,5,9,1,0,0,0,0,0,7
435,2022-06-14,9fd16759,46,14,1:22,47,227,0,0,6,0,2,0,0,46,14,4,1,4,5,2,1,0,0,0,0,0,0
436,2022-06-15,daaa308c,15,13,1:42,22,682,0,0,0,0,0,0,0,15,13,8,3,3,1,1,1,0,0,0,0,0,1
437,2022-06-15,65f27eeb,51,22,1:51,59,134,0,0,22,0,0,0,0,51,22,15,2,5,4,8,4,0,0,0,0,0,3
438,2022-06-15,cb3f2d09,40,15,1:49,63,159,0,0,7,0,0,0,0,40,15,11,4,1,3,5,0,0,0,0,0,0,3
439,2022-06-15,18183ed9,50,26,1:53,75,190,0,0,1,0,2,0,0,50,26,20,5,10,6,5,2,0,0,0,0,0,5
440,2022-06-15,9fd16759,65,16,1:21,58,229,0,0,11,0,1,0,0,65,16,11,2,3,5,6,3,0,0,0,0,0,0
441,2022-06-16,daaa308c,14,8,2:04,16,682,0,0,0,0,0,0,0,14,8,4,2,2,1,2,0,1,1,1,1,0,0
442,2022-06-16,65f27eeb,43,22,1:31,45,119,0,0,11,0,0,0,0,43,22,16,1,2,4,5,3,0,0,0,0,0,1
443,2022-06-16,cb3f2d09,49,17,1:33,52,161,0,0,9,0,0,0,0,49,17,11,2,0,4,7,0,0,0,0,0,0,4
444,2022-06-16,18183ed9,33,14,2:00,42,190,0,0,0,0,0,0,0,33,14,11,4,2,2,4,2,0,0,0,0,0,6
445,2022-06-16,9fd16759,65,11,1:33,63,232,0,0,8,0,0,0,0,65,11,8,2,3,3,2,1,0,0,0,0,0,0
446,2022-06-17,daaa308c,16,13,2:49,36,682,0,0,0,0,0,0,0,16,13,7,3,0,0,3,1,0,1,1,0,0,2
447,2022-06-17,65f27eeb,44,18,1:22,30,116,0,0,7,0,0,0,0,44,18,9,1,6,4,9,6,0,0,0,0,0,0
448,2022-06-17,cb3f2d09,53,24,1:42,67,158,0,0,9,0,0,0,0,53,24,15,1,2,11,11,5,0,0,0,0,0,2
449,2022-06-17,18183ed9,0,0,0,0,224,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2022-06-17,9fd16759,51,9,1:51,66,190,0,0,0,0,0,0,0,51,9,5,4,3,2,1,1,0,0,0,0,0,0
451,2022-06-20,daaa308c,15,14,1:21,17,682,0,0,0,0,0,0,0,15,14,10,2,2,0,1,0,0,1,1,1,0,0
452,2022-06-20,65f27eeb,52,18,1:46,58,121,0,0,11,0,0,0,0,52,18,12,3,7,8,5,4,0,0,0,0,0,1
453,2022-06-20,cb3f2d09,42,18,2:16,79,151,0,0,0,0,0,0,0,42,18,13,2,1,2,7,1,0,0,0,0,0,5
454,2022-06-20,18183ed9,44,26,2:12,72,196,0,0,3,0,0,0,0,44,26,15,4,8,4,10,2,0,0,0,0,0,5
455,2022-06-20,9fd16759,50,15,1:33,48,210,0,0,17,0,0,0,0,50,15,13,3,5,9,4,2,0,0,0,0,0,0
456,2022-06-21,daaa308c,15,14,2:07,27,682,0,0,0,0,0,0,0,15,14,10,6,4,2,4,2,0,0,0,2,0,1
457,2022-06-21,65f27eeb,47,22,1:57,64,124,0,0,11,0,0,0,0,47,22,16,4,6,10,8,3,0,0,0,0,0,3
458,2022-06-21,cb3f2d09,67,25,1:47,80,161,0,0,19,0,0,0,0,67,25,21,5,3,15,8,0,0,0,0,0,0,4
459,2022-06-21,18183ed9,45,29,2:09,79,204,0,0,11,0,0,0,0,45,29,22,4,16,9,7,2,0,0,0,0,0,2
460,2022-06-21,9fd16759,51,13,1:55,59,206,0,0,35,0,0,0,0,51,13,9,3,6,6,5,1,0,0,0,0,0,0
461,2022-06-22,daaa308c,15,14,1:31,18,682,0,0,0,0,0,0,0,15,14,8,3,3,1,5,4,0,0,0,0,0,1
462,2022-06-22,65f27eeb,57,21,1:46,67,118,0,0,4,0,0,0,0,57,21,14,2,2,4,8,4,0,0,0,0,0,2
463,2022-06-22,cb3f2d09,57,18,1:47,53,166,0,0,11,0,0,0,0,57,18,15,3,3,6,6,3,0,0,0,0,0,4
464,2022-06-22,18183ed9,45,14,1:35,48,207,0,0,5,0,0,0,0,45,14,10,4,6,4,6,2,0,0,0,0,0,1
465,2022-06-22,9fd16759,48,8,2:05,54,203,0,0,28,0,0,0,0,48,8,8,2,6,6,3,0,0,0,0,0,0,0
466,2022-06-23,daaa308c,15,14,1:45,17,682,0,0,0,0,0,0,0,15,14,4,2,2,1,5,2,0,0,0,2,0,2
467,2022-06-23,65f27eeb,49,18,2:01,62,115,0,0,9,0,0,0,0,49,18,11,2,4,3,5,3,0,0,0,0,0,0
468,2022-06-23,cb3f2d09,65,27,1:26,75,172,0,0,12,0,0,0,0,65,27,25,3,5,9,8,2,0,0,0,0,0,8
469,2022-06-23,18183ed9,46,21,2:47,69,206,0,0,1,0,0,0,0,46,21,16,4,8,6,6,1,0,0,0,0,0,3
470,2022-06-23,9fd16759,54,10,1:48,54,194,0,0,11,0,0,0,0,54,10,5,1,3,3,2,1,0,0,0,0,0,0
471,2022-06-24,daaa308c,14,14,1:09,12,683,0,0,0,0,0,0,0,14,14,9,2,2,0,4,1,1,0,0,0,0,2
472,2022-06-24,65f27eeb,51,23,1:52,65,114,0,0,9,0,0,0,0,51,23,16,1,6,9,12,8,0,0,0,0,0,4
473,2022-06-24,cb3f2d09,52,12,1:59,55,171,0,0,7,0,0,0,0,52,12,9,1,4,4,7,4,0,1,0,0,0,1
474,2022-06-24,18183ed9,38,15,2:07,57,206,0,0,0,0,0,0,0,38,15,12,3,4,4,1,0,0,0,0,0,0,2
475,2022-06-24,9fd16759,47,12,1:37,42,194,0,0,11,0,0,0,0,47,12,7,2,5,5,4,1,0,0,0,0,0,0
476,2022-06-27,daaa308c,15,13,1:37,21,682,0,0,0,0,0,0,0,15,13,9,3,0,1,2,0,1,0,0,2,1,2
477,2022-06-27,65f27eeb,71,32,1:47,71,120,0,0,19,0,0,0,0,71,32,25,1,10,9,13,4,0,0,0,0,0,3
478,2022-06-27,cb3f2d09,68,27,1:39,81,171,0,0,9,0,0,0,0,68,27,23,2,2,11,10,1,0,0,0,0,0,2
479,2022-06-27,18183ed9,56,28,1:50,62,226,0,0,21,0,0,0,0,56,28,22,4,9,9,4,1,0,0,0,0,0,8
480,2022-06-27,9fd16759,55,14,1:30,58,199,0,0,13,0,0,0,0,55,14,10,2,5,7,5,3,0,0,0,0,0,0
481,2022-06-28,daaa308c,14,13,2:06,14,682,0,0,0,0,0,0,0,14,13,7,2,0,0,7,0,2,0,0,1,0,1
482,2022-06-28,65f27eeb,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2022-06-28,cb3f2d09,55,16,1:24,51,175,0,0,0,0,0,0,0,55,16,10,1,1,3,7,0,0,0,0,0,0,4
484,2022-06-28,18183ed9,44,17,1:51,66,226,0,0,11,0,0,0,0,44,17,13,2,10,5,5,1,0,0,0,0,0,4
485,2022-06-28,9fd16759,58,12,1:44,48,193,0,0,6,0,0,0,0,58,12,9,1,7,3,3,1,0,0,0,0,0,0
486,2022-06-29,daaa308c,15,13,1:15,15,682,0,0,0,0,0,0,0,15,13,5,3,0,2,3,0,0,0,1,0,0,1
487,2022-06-29,65f27eeb,50,19,2:14,64,125,0,0,14,0,0,0,0,50,19,14,2,4,1,3,1,0,0,0,0,0,3
488,2022-06-29,cb3f2d09,62,23,1:44,76,177,0,0,12,0,0,0,0,62,23,21,2,2,7,9,3,0,0,0,0,0,2
489,2022-06-29,18183ed9,50,26,1:57,79,227,0,0,2,0,0,0,0,50,26,21,4,8,9,7,5,0,0,0,0,0,9
490,2022-06-29,9fd16759,53,11,2:15,58,189,0,0,1,0,0,0,0,53,11,7,1,4,6,4,0,0,0,0,0,0,0
491,2022-06-30,daaa308c,15,15,1:01,14,682,0,0,0,0,0,0,0,15,15,9,2,0,0,0,0,0,0,0,0,0,2
492,2022-06-30,65f27eeb,50,16,1:52,58,117,0,0,5,0,0,0,0,50,16,11,3,7,3,6,4,0,0,0,0,0,2
493,2022-06-30,cb3f2d09,49,17,1:25,63,183,0,0,8,0,0,0,0,49,17,19,1,3,2,2,0,0,0,0,0,0,1
494,2022-06-30,18183ed9,44,19,1:58,66,227,0,0,0,0,0,0,0,44,19,13,3,8,5,8,2,0,0,0,0,0,4
495,2022-06-30,9fd16759,51,9,1:32,52,190,0,0,7,0,0,0,0,51,9,8,1,2,6,4,0,0,0,0,0,0,0
